CodeId,CODE1,CODE2,freq_finngen,freq_finngen_per
NA,Z032,Z032,446,0.0025685%
NA,Z033,Z033,790,0.0045496%
NA,Z035,Z035,170,0.0009790%
NA,Z038,Z038,807,0.0046475%
NA,Z038,NA,8015,0.0461586%
NA,Z0380,Z0380,46,0.0002649%
NA,Z0389,Z0389,130,0.0007487%
NA,Z039,Z039,493,0.0028392%
NA,Z040,Z040,57,0.0003283%
NA,Z044,Z044,8,0.0000461%
NA,Z048,Z048,317,0.0018256%
NA,Z049,Z049,278,0.0016010%
NA,Z080,Z080,102,0.0005874%
NA,Z087,Z087,66,0.0003801%
NA,Z089,Z089,46,0.0002649%
NA,Z09,Z09,12,0.0000691%
NA,Z090,Z090,768,0.0044229%
NA,Z091,Z091,10,0.0000576%
NA,Z094,Z094,290,0.0016701%
NA,Z098,Z098,134,0.0007717%
NA,Z099,Z099,40,0.0002304%
NA,Z101,Z101,25,0.0001440%
NA,Z108,Z108,19,0.0001094%
NA,Z111,Z111,42,0.0002419%
NA,Z113,Z113,471,0.0027125%
NA,Z119,Z119,8,0.0000461%
NA,Z121,Z121,14,0.0000806%
NA,Z125,Z125,94,0.0005413%
NA,Z131,Z131,163,0.0009387%
NA,Z133,Z133,16,0.0000921%
NA,Z134,Z134,15,0.0000864%
NA,Z135,Z135,13,0.0000749%
NA,Z136,Z136,16,0.0000921%
NA,Z137,Z137,6,0.0000346%
NA,Z201,Z201,17,0.0000979%
NA,Z202,Z202,81,0.0004665%
NA,Z21,Z21,32,0.0001843%
NA,Z229,Z229,10,0.0000576%
NA,Z300,Z300,216,0.0012439%
NA,Z301,Z301,83,0.0004780%
NA,Z302,Z302,657,0.0037837%
NA,Z304,Z304,13,0.0000749%
NA,Z305,Z305,143,0.0008235%
NA,Z308,Z308,53,0.0003052%
NA,Z310,Z310,10,0.0000576%
NA,Z314,Z314,90,0.0005183%
NA,Z315,Z315,84,0.0004838%
NA,Z316,Z316,9,0.0000518%
NA,Z320,Z320,76,0.0004377%
NA,Z321,Z321,342,0.0019696%
NA,Z34,Z34,28,0.0001613%
NA,Z340,Z340,918,0.0052868%
NA,Z348,Z348,1561,0.0089898%
NA,Z349,Z349,973,0.0056035%
NA,Z35,Z35,39,0.0002246%
NA,Z350,Z350,327,0.0018832%
NA,Z351,Z351,10,0.0000576%
NA,Z352,Z352,109,0.0006277%
NA,Z354,Z354,41,0.0002361%
NA,Z355,Z355,53,0.0003052%
NA,Z356,Z356,25,0.0001440%
NA,Z358,Z358,1181,0.0068014%
NA,Z359,Z359,479,0.0027586%
NA,Z360,Z360,234,0.0013476%
NA,Z361,Z361,15,0.0000864%
NA,Z362,Z362,6,0.0000346%
NA,Z363,Z363,2302,0.0132573%
NA,Z364,Z364,61,0.0003513%
NA,Z368,Z368,58,0.0003340%
NA,Z369,Z369,510,0.0029371%
NA,Z380,Z380,6,0.0000346%
NA,Z390,Z390,9,0.0000518%
NA,Z391,Z391,11,0.0000633%
NA,Z392,Z392,108,0.0006220%
NA,Z450,Z450,94,0.0005413%
NA,Z461,Z461,216,0.0012439%
NA,Z468,Z468,38,0.0002188%
NA,Z470,Z470,22,0.0001267%
NA,Z478,Z478,12,0.0000691%
NA,Z479,Z479,12,0.0000691%
NA,Z480,Z480,9,0.0000518%
NA,Z490,Z490,87,0.0005010%
NA,Z491,Z491,2666,0.0153536%
NA,Z492,Z492,131,0.0007544%
NA,Z50,Z50,8,0.0000461%
NA,Z500,Z500,18,0.0001037%
NA,Z507,Z507,12,0.0000691%
NA,Z508,Z508,51,0.0002937%
NA,Z509,Z509,20,0.0001152%
NA,Z514,Z514,27,0.0001555%
NA,Z516,Z516,959,0.0055229%
NA,Z540,Z540,36,0.0002073%
NA,Z565,Z565,7,0.0000403%
NA,Z566,Z566,28,0.0001613%
NA,Z588,Z588,21,0.0001209%
NA,Z600,Z600,63,0.0003628%
NA,Z622,Z622,86,0.0004953%
NA,Z630,Z630,130,0.0007487%
NA,Z631,Z631,25,0.0001440%
NA,Z634,Z634,24,0.0001382%
NA,Z635,Z635,57,0.0003283%
NA,Z637,Z637,102,0.0005874%
NA,Z638,Z638,59,0.0003398%
NA,Z640,Z640,164,0.0009445%
NA,Z658,Z658,17,0.0000979%
NA,Z710,Z710,11,0.0000633%
NA,Z711,Z711,39,0.0002246%
NA,Z712,Z712,100,0.0005759%
NA,Z713,Z713,14,0.0000806%
NA,Z718,Z718,141,0.0008120%
NA,Z719,Z719,23,0.0001325%
NA,Z721,Z721,54,0.0003110%
NA,Z722,Z722,22,0.0001267%
NA,Z728,Z728,11,0.0000633%
NA,Z730,Z730,191,0.0011000%
NA,Z738,Z738,34,0.0001958%
NA,Z752,Z752,20,0.0001152%
NA,Z759,Z759,13,0.0000749%
NA,Z760,Z760,17,0.0000979%
NA,Z762,Z762,134,0.0007717%
NA,Z768,Z768,12,0.0000691%
NA,Z769,Z769,45,0.0002592%
NA,Z800,Z800,15,0.0000864%
NA,Z803,Z803,12,0.0000691%
NA,Z827,Z827,7,0.0000403%
NA,Z874,Z874,265,0.0015261%
NA,Z875,Z875,7,0.0000403%
NA,Z876,Z876,79,0.0004550%
NA,Z900,Z900,27,0.0001555%
NA,Z915,Z915,17,0.0000979%
NA,Z940,N0480,74,0.0004262%
NA,Z940,Z940,502,0.0028910%
NA,Z941,Z941,148,0.0008523%
NA,Z944,Z944,31,0.0001785%
NA,Z947,Z947,107,0.0006162%
NA,Z950,Z950,320,0.0018429%
NA,Z951,Z951,213,0.0012267%
NA,Z952,Z952,42,0.0002419%
NA,Z955,Z955,34,0.0001958%
NA,Z961,Z961,406,0.0023382%
NA,Z966,Z966,32,0.0001843%
NA,Z974,Z974,271,0.0015607%
NA,Z988,Z988,23,0.0001325%
NA,NA,0001R,15,0.0000864%
NA,NA,0002R,7,0.0000403%
NA,NA,0011R,20,0.0001152%
NA,NA,A084,27,0.0001555%
NA,NA,A09,18,0.0001037%
NA,NA,B079,22,0.0001267%
NA,NA,B182,21,0.0001209%
NA,NA,B349,6,0.0000346%
NA,NA,B351,23,0.0001325%
NA,NA,B353,13,0.0000749%
NA,NA,B373,7,0.0000403%
NA,NA,B909,11,0.0000633%
NA,NA,B977,22,0.0001267%
NA,NA,C61,34,0.0001958%
NA,NA,D126,14,0.0000806%
NA,NA,D25,8,0.0000461%
NA,NA,D250,33,0.0001900%
NA,NA,D251,67,0.0003859%
NA,NA,D252,32,0.0001843%
NA,NA,D259,104,0.0005989%
NA,NA,D509,20,0.0001152%
NA,NA,D649,15,0.0000864%
NA,NA,D696,15,0.0000864%
NA,NA,E038,47,0.0002707%
NA,NA,E0380,17,0.0000979%
NA,NA,E039,56,0.0003225%
NA,NA,E059,13,0.0000749%
NA,NA,E10,37,0.0002131%
NA,NA,E1000,11,0.0000633%
NA,NA,E102,14,0.0000806%
NA,NA,E103,60,0.0003455%
NA,NA,E107,32,0.0001843%
NA,NA,E108,8,0.0000461%
NA,NA,E109,192,0.0011057%
NA,NA,E11,42,0.0002419%
NA,NA,E113,66,0.0003801%
NA,NA,E115,20,0.0001152%
NA,NA,E117,36,0.0002073%
NA,NA,E119,99,0.0005701%
NA,NA,E221,24,0.0001382%
NA,NA,E282,40,0.0002304%
NA,NA,E660,56,0.0003225%
NA,NA,E668,47,0.0002707%
NA,NA,E669,36,0.0002073%
NA,NA,E78,12,0.0000691%
NA,NA,E780,53,0.0003052%
NA,NA,E7801,13,0.0000749%
NA,NA,E782,32,0.0001843%
NA,NA,E784,12,0.0000691%
NA,NA,E785,37,0.0002131%
NA,NA,E853,12,0.0000691%
NA,NA,E876,7,0.0000403%
NA,NA,E880,10,0.0000576%
NA,NA,F1000,16,0.0000921%
NA,NA,F101,150,0.0008639%
NA,NA,F102,220,0.0012670%
NA,NA,F1020,141,0.0008120%
NA,NA,F1024,48,0.0002764%
NA,NA,F1026,133,0.0007660%
NA,NA,F1029,16,0.0000921%
NA,NA,F132,30,0.0001728%
NA,NA,F152,98,0.0005644%
NA,NA,F191,68,0.0003916%
NA,NA,F21,236,0.0013591%
NA,NA,F29,64,0.0003686%
NA,NA,F320,109,0.0006277%
NA,NA,F3200,35,0.0002016%
NA,NA,F321,137,0.0007890%
NA,NA,F3210,232,0.0013361%
NA,NA,F3211,26,0.0001497%
NA,NA,F322,212,0.0012209%
NA,NA,F323,45,0.0002592%
NA,NA,F329,261,0.0015031%
NA,NA,F331,70,0.0004031%
NA,NA,F332,16,0.0000921%
NA,NA,F339,23,0.0001325%
NA,NA,F341,154,0.0008869%
NA,NA,F401,223,0.0012843%
NA,NA,F402,89,0.0005126%
NA,NA,F408,9,0.0000518%
NA,NA,F410,145,0.0008351%
NA,NA,F4100,123,0.0007084%
NA,NA,F411,46,0.0002649%
NA,NA,F412,143,0.0008235%
NA,NA,F419,23,0.0001325%
NA,NA,F421,123,0.0007084%
NA,NA,F431,123,0.0007084%
NA,NA,F432,21,0.0001209%
NA,NA,F4320,22,0.0001267%
NA,NA,F454,15,0.0000864%
NA,NA,F500,40,0.0002304%
NA,NA,F503,100,0.0005759%
NA,NA,F509,52,0.0002995%
NA,NA,F510,15,0.0000864%
NA,NA,F54,15,0.0000864%
NA,NA,F603,485,0.0027931%
NA,NA,F6030,199,0.0011460%
NA,NA,F6031,382,0.0021999%
NA,NA,F605,75,0.0004319%
NA,NA,F607,248,0.0014282%
NA,NA,F608,157,0.0009042%
NA,NA,F609,146,0.0008408%
NA,NA,F61,268,0.0015434%
NA,NA,F610,365,0.0021020%
NA,NA,F802,20,0.0001152%
NA,NA,F82,9,0.0000518%
NA,NA,F83,21,0.0001209%
NA,NA,F900,9,0.0000518%
NA,NA,F989,276,0.0015895%
NA,NA,G35,58,0.0003340%
NA,NA,G401,43,0.0002476%
NA,NA,G402,33,0.0001900%
NA,NA,G409,147,0.0008466%
NA,NA,G430,33,0.0001900%
NA,NA,G431,18,0.0001037%
NA,NA,G442,85,0.0004895%
NA,NA,G459,6,0.0000346%
NA,NA,G473,157,0.0009042%
NA,NA,G510,13,0.0000749%
NA,NA,G540,29,0.0001670%
NA,NA,G551,24,0.0001382%
NA,NA,G560,54,0.0003110%
NA,NA,G562,7,0.0000403%
NA,NA,G572,16,0.0000921%
NA,NA,G576,12,0.0000691%
NA,NA,H041,8,0.0000461%
NA,NA,H0410,11,0.0000633%
NA,NA,H101,23,0.0001325%
NA,NA,H103,8,0.0000461%
NA,NA,H160,11,0.0000633%
NA,NA,H200,8,0.0000461%
NA,NA,H201,26,0.0001497%
NA,NA,H250,13,0.0000749%
NA,NA,H251,33,0.0001900%
NA,NA,H258,24,0.0001382%
NA,NA,H262,9,0.0000518%
NA,NA,H264,27,0.0001555%
NA,NA,H270,7,0.0000403%
NA,NA,H330,13,0.0000749%
NA,NA,H348,10,0.0000576%
NA,NA,H3530,18,0.0001037%
NA,NA,H3539,7,0.0000403%
NA,NA,H3600,12,0.0000691%
NA,NA,H3603,14,0.0000806%
NA,NA,H3609,8,0.0000461%
NA,NA,H400,25,0.0001440%
NA,NA,H401,8,0.0000461%
NA,NA,H4010,12,0.0000691%
NA,NA,H4013,35,0.0002016%
NA,NA,H405,21,0.0001209%
NA,NA,H431,14,0.0000806%
NA,NA,H438,9,0.0000518%
NA,NA,H472,11,0.0000633%
NA,NA,H500,7,0.0000403%
NA,NA,H520,12,0.0000691%
NA,NA,H521,9,0.0000518%
NA,NA,H522,15,0.0000864%
NA,NA,H530,15,0.0000864%
NA,NA,H534,9,0.0000518%
NA,NA,H653,26,0.0001497%
NA,NA,H660,43,0.0002476%
NA,NA,H669,34,0.0001958%
NA,NA,H810,12,0.0000691%
NA,NA,H811,16,0.0000921%
NA,NA,H812,8,0.0000461%
NA,NA,H901,6,0.0000346%
NA,NA,H903,32,0.0001843%
NA,NA,H904,16,0.0000921%
NA,NA,H907,6,0.0000346%
NA,NA,H912,8,0.0000461%
NA,NA,H931,40,0.0002304%
NA,NA,I10,461,0.0026549%
NA,NA,I119,18,0.0001037%
NA,NA,I151,34,0.0001958%
NA,NA,I208,26,0.0001497%
NA,NA,I2081,13,0.0000749%
NA,NA,I2089,23,0.0001325%
NA,NA,I209,18,0.0001037%
NA,NA,I2090,6,0.0000346%
NA,NA,I250,9,0.0000518%
NA,NA,I251,69,0.0003974%
NA,NA,I252,109,0.0006277%
NA,NA,I259,24,0.0001382%
NA,NA,I340,22,0.0001267%
NA,NA,I3409,7,0.0000403%
NA,NA,I341,21,0.0001209%
NA,NA,I350,12,0.0000691%
NA,NA,I351,21,0.0001209%
NA,NA,I420,24,0.0001382%
NA,NA,I441,10,0.0000576%
NA,NA,I442,15,0.0000864%
NA,NA,I471,15,0.0000864%
NA,NA,I48,103,0.0005932%
NA,NA,I493,9,0.0000518%
NA,NA,I495,22,0.0001267%
NA,NA,I499,7,0.0000403%
NA,NA,I500,29,0.0001670%
NA,NA,I509,10,0.0000576%
NA,NA,I693,11,0.0000633%
NA,NA,I803,6,0.0000346%
NA,NA,I839,17,0.0000979%
NA,NA,I842,15,0.0000864%
NA,NA,I845,8,0.0000461%
NA,NA,I849,11,0.0000633%
NA,NA,J010,69,0.0003974%
NA,NA,J011,8,0.0000461%
NA,NA,J019,6,0.0000346%
NA,NA,J039,10,0.0000576%
NA,NA,J069,27,0.0001555%
NA,NA,J159,16,0.0000921%
NA,NA,J189,11,0.0000633%
NA,NA,J209,6,0.0000346%
NA,NA,J219,16,0.0000921%
NA,NA,J300,28,0.0001613%
NA,NA,J301,111,0.0006393%
NA,NA,J3010,171,0.0009848%
NA,NA,J303,73,0.0004204%
NA,NA,J304,56,0.0003225%
NA,NA,J310,41,0.0002361%
NA,NA,J320,36,0.0002073%
NA,NA,J330,21,0.0001209%
NA,NA,J338,24,0.0001382%
NA,NA,J34,6,0.0000346%
NA,NA,J341,17,0.0000979%
NA,NA,J342,41,0.0002361%
NA,NA,J350,8,0.0000461%
NA,NA,J351,7,0.0000403%
NA,NA,J352,13,0.0000749%
NA,NA,J370,6,0.0000346%
NA,NA,J448,92,0.0005298%
NA,NA,J449,8,0.0000461%
NA,NA,J45,8,0.0000461%
NA,NA,J450,212,0.0012209%
NA,NA,J451,119,0.0006853%
NA,NA,J458,15,0.0000864%
NA,NA,J459,173,0.0009963%
NA,NA,J47,20,0.0001152%
NA,NA,J920,25,0.0001440%
NA,NA,K021,17,0.0000979%
NA,NA,K0713,10,0.0000576%
NA,NA,K074,13,0.0000749%
NA,NA,K0760,8,0.0000461%
NA,NA,K083,9,0.0000518%
NA,NA,K20,6,0.0000346%
NA,NA,K210,53,0.0003052%
NA,NA,K219,25,0.0001440%
NA,NA,K293,19,0.0001094%
NA,NA,K294,8,0.0000461%
NA,NA,K295,28,0.0001613%
NA,NA,K297,13,0.0000749%
NA,NA,K298,16,0.0000921%
NA,NA,K30,17,0.0000979%
NA,NA,K409,24,0.0001382%
NA,NA,K449,51,0.0002937%
NA,NA,K501,14,0.0000806%
NA,NA,K508,9,0.0000518%
NA,NA,K511,12,0.0000691%
NA,NA,K515,20,0.0001152%
NA,NA,K519,32,0.0001843%
NA,NA,K522,16,0.0000921%
NA,NA,K573,27,0.0001555%
NA,NA,K580,9,0.0000518%
NA,NA,K590,18,0.0001037%
NA,NA,K601,9,0.0000518%
NA,NA,K603,10,0.0000576%
NA,NA,K621,7,0.0000403%
NA,NA,K802,16,0.0000921%
NA,NA,K830,7,0.0000403%
NA,NA,K900,80,0.0004607%
NA,NA,L200,180,0.0010366%
NA,NA,L209,32,0.0001843%
NA,NA,L230,14,0.0000806%
NA,NA,L233,9,0.0000518%
NA,NA,L235,14,0.0000806%
NA,NA,L272,77,0.0004434%
NA,NA,L303,38,0.0002188%
NA,NA,L309,19,0.0001094%
NA,NA,L400,60,0.0003455%
NA,NA,L405,13,0.0000749%
NA,NA,L500,7,0.0000403%
NA,NA,L503,19,0.0001094%
NA,NA,L508,8,0.0000461%
NA,NA,L509,15,0.0000864%
NA,NA,L570,8,0.0000461%
NA,NA,L700,12,0.0000691%
NA,NA,L82,14,0.0000806%
NA,NA,L84,9,0.0000518%
NA,NA,M029,9,0.0000518%
NA,NA,M058,47,0.0002707%
NA,NA,M059,6,0.0000346%
NA,NA,M060,11,0.0000633%
NA,NA,M084,27,0.0001555%
NA,NA,M139,10,0.0000576%
NA,NA,M150,8,0.0000461%
NA,NA,M160,11,0.0000633%
NA,NA,M161,22,0.0001267%
NA,NA,M170,19,0.0001094%
NA,NA,M171,53,0.0003052%
NA,NA,M190,8,0.0000461%
NA,NA,M201,12,0.0000691%
NA,NA,M202,6,0.0000346%
NA,NA,M204,8,0.0000461%
NA,NA,M220,8,0.0000461%
NA,NA,M224,10,0.0000576%
NA,NA,M232,27,0.0001555%
NA,NA,M255,30,0.0001728%
NA,NA,M350,10,0.0000576%
NA,NA,M430,18,0.0001037%
NA,NA,M431,30,0.0001728%
NA,NA,M45,21,0.0001209%
NA,NA,M472,13,0.0000749%
NA,NA,M478,7,0.0000403%
NA,NA,M4780,30,0.0001728%
NA,NA,M4782,15,0.0000864%
NA,NA,M479,11,0.0000633%
NA,NA,M480,43,0.0002476%
NA,NA,M501,32,0.0001843%
NA,NA,M503,12,0.0000691%
NA,NA,M511,163,0.0009387%
NA,NA,M513,118,0.0006796%
NA,NA,M530,14,0.0000806%
NA,NA,M531,76,0.0004377%
NA,NA,M533,14,0.0000806%
NA,NA,M541,22,0.0001267%
NA,NA,M542,39,0.0002246%
NA,NA,M543,26,0.0001497%
NA,NA,M544,29,0.0001670%
NA,NA,M545,55,0.0003167%
NA,NA,M546,30,0.0001728%
NA,NA,M549,45,0.0002592%
NA,NA,M654,7,0.0000403%
NA,NA,M708,22,0.0001267%
NA,NA,M722,8,0.0000461%
NA,NA,M750,15,0.0000864%
NA,NA,M751,67,0.0003859%
NA,NA,M752,11,0.0000633%
NA,NA,M754,16,0.0000921%
NA,NA,M771,21,0.0001209%
NA,NA,M790,64,0.0003686%
NA,NA,M796,10,0.0000576%
NA,NA,N10,6,0.0000346%
NA,NA,N137,6,0.0000346%
NA,NA,N201,9,0.0000518%
NA,NA,N300,7,0.0000403%
NA,NA,N390,17,0.0000979%
NA,NA,N393,54,0.0003110%
NA,NA,N394,16,0.0000921%
NA,NA,N40,31,0.0001785%
NA,NA,N411,10,0.0000576%
NA,NA,N701,8,0.0000461%
NA,NA,N710,8,0.0000461%
NA,NA,N72,11,0.0000633%
NA,NA,N736,9,0.0000518%
NA,NA,N760,13,0.0000749%
NA,NA,N800,15,0.0000864%
NA,NA,N801,54,0.0003110%
NA,NA,N803,28,0.0001613%
NA,NA,N804,39,0.0002246%
NA,NA,N809,8,0.0000461%
NA,NA,N811,46,0.0002649%
NA,NA,N812,40,0.0002304%
NA,NA,N816,36,0.0002073%
NA,NA,N830,23,0.0001325%
NA,NA,N831,16,0.0000921%
NA,NA,N832,146,0.0008408%
NA,NA,N840,57,0.0003283%
NA,NA,N841,34,0.0001958%
NA,NA,N850,20,0.0001152%
NA,NA,N870,15,0.0000864%
NA,NA,N871,17,0.0000979%
NA,NA,N872,16,0.0000921%
NA,NA,N911,12,0.0000691%
NA,NA,N914,8,0.0000461%
NA,NA,N920,64,0.0003686%
NA,NA,N921,41,0.0002361%
NA,NA,N924,28,0.0001613%
NA,NA,N926,51,0.0002937%
NA,NA,N945,15,0.0000864%
NA,NA,N946,9,0.0000518%
NA,NA,N950,29,0.0001670%
NA,NA,N951,14,0.0000806%
NA,NA,N970,17,0.0000979%
NA,NA,N974,10,0.0000576%
NA,NA,N979,35,0.0002016%
NA,NA,O020,11,0.0000633%
NA,NA,O021,11,0.0000633%
NA,NA,O039,8,0.0000461%
NA,NA,O049,17,0.0000979%
NA,NA,O100,52,0.0002995%
NA,NA,O121,8,0.0000461%
NA,NA,O13,33,0.0001900%
NA,NA,O140,9,0.0000518%
NA,NA,O200,8,0.0000461%
NA,NA,O209,8,0.0000461%
NA,NA,O240,25,0.0001440%
NA,NA,O244,85,0.0004895%
NA,NA,O266,17,0.0000979%
NA,NA,O267,15,0.0000864%
NA,NA,O2688,10,0.0000576%
NA,NA,O300,79,0.0004550%
NA,NA,O321,53,0.0003052%
NA,NA,O342,144,0.0008293%
NA,NA,O358,7,0.0000403%
NA,NA,O365,68,0.0003916%
NA,NA,O366,59,0.0003398%
NA,NA,O368,8,0.0000461%
NA,NA,O40,28,0.0001613%
NA,NA,O410,26,0.0001497%
NA,NA,O420,9,0.0000518%
NA,NA,O440,14,0.0000806%
NA,NA,O469,10,0.0000576%
NA,NA,O470,110,0.0006335%
NA,NA,O471,6,0.0000346%
NA,NA,O48,12,0.0000691%
NA,NA,O721,6,0.0000346%
NA,NA,O800,20,0.0001152%
NA,NA,O990,10,0.0000576%
NA,NA,O992,29,0.0001670%
NA,NA,O993,25,0.0001440%
NA,NA,O995,28,0.0001613%
NA,NA,O996,15,0.0000864%
NA,NA,O998,15,0.0000864%
NA,NA,O9980,18,0.0001037%
NA,NA,O9989,19,0.0001094%
NA,NA,Q210,23,0.0001325%
NA,NA,Q251,7,0.0000403%
NA,NA,R010,12,0.0000691%
NA,NA,R040,7,0.0000403%
NA,NA,R042,12,0.0000691%
NA,NA,R05,56,0.0003225%
NA,NA,R060,38,0.0002188%
NA,NA,R062,25,0.0001440%
NA,NA,R065,32,0.0001843%
NA,NA,R073,14,0.0000806%
NA,NA,R074,40,0.0002304%
NA,NA,R101,19,0.0001094%
NA,NA,R103,93,0.0005356%
NA,NA,R104,107,0.0006162%
NA,NA,R13,7,0.0000403%
NA,NA,R202,19,0.0001094%
NA,NA,R21,13,0.0000749%
NA,NA,R298,12,0.0000691%
NA,NA,R300,8,0.0000461%
NA,NA,R31,20,0.0001152%
NA,NA,R32,6,0.0000346%
NA,NA,R33,8,0.0000461%
NA,NA,R35,11,0.0000633%
NA,NA,R42,51,0.0002937%
NA,NA,R4901,9,0.0000518%
NA,NA,R509,26,0.0001497%
NA,NA,R51,14,0.0000806%
NA,NA,R518,6,0.0000346%
NA,NA,R5180,20,0.0001152%
NA,NA,R53,6,0.0000346%
NA,NA,R55,17,0.0000979%
NA,NA,R568,13,0.0000749%
NA,NA,R876,60,0.0003455%
NA,NA,R91,11,0.0000633%
NA,NA,S010,14,0.0000806%
NA,NA,S051,6,0.0000346%
NA,NA,S060,29,0.0001670%
NA,NA,S134,14,0.0000806%
NA,NA,S202,17,0.0000979%
NA,NA,S223,7,0.0000403%
NA,NA,S300,6,0.0000346%
NA,NA,S320,6,0.0000346%
NA,NA,S400,14,0.0000806%
NA,NA,S420,16,0.0000921%
NA,NA,S422,10,0.0000576%
NA,NA,S430,9,0.0000518%
NA,NA,S460,17,0.0000979%
NA,NA,S525,19,0.0001094%
NA,NA,S610,9,0.0000518%
NA,NA,S611,8,0.0000461%
NA,NA,S626,9,0.0000518%
NA,NA,S661,7,0.0000403%
NA,NA,S800,11,0.0000633%
NA,NA,S821,7,0.0000403%
NA,NA,S823,8,0.0000461%
NA,NA,S826,14,0.0000806%
NA,NA,S828,6,0.0000346%
NA,NA,S832,10,0.0000576%
NA,NA,S834,7,0.0000403%
NA,NA,S835,7,0.0000403%
NA,NA,S836,14,0.0000806%
NA,NA,S920,11,0.0000633%
NA,NA,S934,15,0.0000864%
NA,NA,T36,18,0.0001037%
NA,NA,T36N0,12,0.0000691%
NA,NA,T783,12,0.0000691%
NA,NA,T784,7,0.0000403%
NA,NA,T810,14,0.0000806%
NA,NA,T814,31,0.0001785%
NA,NA,T840,8,0.0000461%
NA,NA,W00,13,0.0000749%
NA,NA,W01,43,0.0002476%
NA,NA,W010,10,0.0000576%
NA,NA,W018,8,0.0000461%
NA,NA,W17,7,0.0000403%
NA,NA,W22,8,0.0000461%
NA,NA,W31,7,0.0000403%
NA,NA,X69,14,0.0000806%
NA,NA,Y948,10,0.0000576%
NA,NA,Y96,12,0.0000691%
NA,NA,Y960,8,0.0000461%
NA,NA,Z,57,0.0003283%
NA,NA,Z010,21,0.0001209%
NA,NA,Z014,26,0.0001497%
NA,NA,Z015,127,0.0007314%
NA,NA,Z018,22,0.0001267%
NA,NA,Z035,10,0.0000576%
NA,NA,Z038,25,0.0001440%
NA,NA,Z039,13,0.0000749%
NA,NA,Z048,22,0.0001267%
NA,NA,Z080,17,0.0000979%
NA,NA,Z087,13,0.0000749%
NA,NA,Z089,21,0.0001209%
NA,NA,Z090,95,0.0005471%
NA,NA,Z094,22,0.0001267%
NA,NA,Z098,7,0.0000403%
NA,NA,Z099,23,0.0001325%
NA,NA,Z300,12,0.0000691%
NA,NA,Z302,68,0.0003916%
NA,NA,Z304,8,0.0000461%
NA,NA,Z305,6,0.0000346%
NA,NA,Z312,17,0.0000979%
NA,NA,Z313,9,0.0000518%
NA,NA,Z315,80,0.0004607%
NA,NA,Z321,13,0.0000749%
NA,NA,Z340,54,0.0003110%
NA,NA,Z348,50,0.0002880%
NA,NA,Z349,28,0.0001613%
NA,NA,Z350,53,0.0003052%
NA,NA,Z352,12,0.0000691%
NA,NA,Z355,12,0.0000691%
NA,NA,Z358,84,0.0004838%
NA,NA,Z359,10,0.0000576%
NA,NA,Z360,21,0.0001209%
NA,NA,Z363,119,0.0006853%
NA,NA,Z364,90,0.0005183%
NA,NA,Z368,37,0.0002131%
NA,NA,Z369,24,0.0001382%
NA,NA,Z450,44,0.0002534%
NA,NA,Z461,7,0.0000403%
NA,NA,Z516,578,0.0033287%
NA,NA,Z572,9,0.0000518%
NA,NA,Z600,32,0.0001843%
NA,NA,Z630,53,0.0003052%
NA,NA,Z635,38,0.0002188%
NA,NA,Z637,43,0.0002476%
NA,NA,Z638,18,0.0001037%
NA,NA,Z640,7,0.0000403%
NA,NA,Z721,7,0.0000403%
NA,NA,Z730,283,0.0016298%
NA,NA,Z940,141,0.0008120%
NA,NA,Z947,33,0.0001900%
NA,NA,Z951,76,0.0004377%
NA,NA,Z952,10,0.0000576%
NA,NA,Z955,26,0.0001497%
NA,NA,Z961,262,0.0015089%
NA,NA,Z988,64,0.0003686%
